Epoch,Train Loss,Train Accuracy,Train No Change Accuracy,Train Change Accuracy,Train Precision,Train Recall,Train F1,Test Loss,Test Accuracy,Test No Change Accuracy,Test Change Accuracy,Test Precision,Test Recall,Test F1
1,0.36326926946640015,96.52532999612866,97.87857055664062,31.725269317626953,0.23798085055993504,0.31725270165436864,0.27195787243420466,0.46422436833381653,92.88254840639866,96.61382293701172,22.433128356933594,0.25974205241773346,0.2243312798529995,0.24074148756423006
2,0.23980028927326202,97.12652013621917,98.40714263916016,35.80376052856445,0.31945420693133586,0.3580376096748393,0.3376472389680653,0.38243377208709717,94.04724813876696,97.50679016113281,28.728336334228516,0.37899084388099097,0.2872833673276333,0.3268256942407173
3,0.19634167850017548,97.52920392389727,98.80464172363281,36.454742431640625,0.38908037124042055,0.3645474390661928,0.3764145934819258,0.37214696407318115,94.4762540428289,98.04754638671875,27.0473690032959,0.42320185238502683,0.2704736827100757,0.33002450786623455
4,0.18938513100147247,97.01440861000775,98.08905792236328,45.55467224121094,0.3323695173826912,0.4555467354633856,0.38432980171258024,0.3549826145172119,94.08102474387269,97.29255676269531,33.4446907043457,0.3954984415560534,0.33444689502888436,0.36241953784108655
5,0.17754241824150085,96.7399884782295,97.70360565185547,50.59716033935547,0.31512859984044406,0.5059716033123455,0.3883718997964355,0.3128013014793396,93.57947279295111,96.06793212890625,46.595428466796875,0.3856084247552253,0.46595429818400463,0.4219910009928482
6,0.1766773760318756,96.81560701683942,97.7751235961914,50.868980407714844,0.3231677032871311,0.508689795353816,0.3952410433726214,0.3029184639453888,94.00455482278038,96.49400329589844,47.001808166503906,0.4152179736384804,0.4700180640613297,0.44092183287099057
7,0.1614789068698883,96.99471974209736,97.91981506347656,52.69654083251953,0.3459899868122843,0.5269654272432601,0.41771838122954663,0.30067890882492065,94.36235740106558,96.85897064208984,47.22443389892578,0.44329804108562587,0.4722443235566245,0.4573135916616158
8,0.16219200193881989,98.07488880187488,99.4316177368164,33.107818603515625,0.5488249221183801,0.33107819613078593,0.4130090266485871,0.33817633986473083,94.9480836241476,98.50125122070312,27.861417770385742,0.49611655413980404,0.27861417290183466,0.3568339258270848
9,0.15180690586566925,97.44195412967392,98.44392395019531,49.462677001953125,0.39897067989939633,0.4946267597587304,0.4416789168797868,0.30825361609458923,94.83507343902156,97.48432922363281,44.81494140625,0.4854683481756825,0.4481494055964898,0.4660630130303475
10,0.14932368695735931,97.67023059164156,98.72216796875,47.29804611206055,0.43597838137472283,0.47298044946387874,0.4537262718244411,0.2993799149990082,94.8294157598954,97.51048278808594,44.208744049072266,0.4846765394494579,0.44208744871698513,0.4624034112549184
11,0.1472732126712799,97.59464280727704,98.62533569335938,48.23979187011719,0.422912168877009,0.48239790242171665,0.45070070386430067,0.2956621050834656,94.98858687079503,97.68460083007812,44.08563995361328,0.5021016340795315,0.4408563971916475,0.4694900729058709
12,0.14805221557617188,97.14826953857191,98.04791259765625,54.06856918334961,0.366456488157589,0.5406856819835586,0.43683952248842417,0.31378307938575745,93.83979121338967,96.28334045410156,47.703636169433594,0.4046892451652053,0.47703635359946506,0.4378946967741475
13,0.14155957102775574,97.67112861560749,98.69309997558594,48.73381423950195,0.43780186059577963,0.4873381563200972,0.461243806721326,0.2832825481891632,95.25848684459243,97.8640365600586,46.06361389160156,0.5331909378899875,0.46063615559454607,0.49426509991059425
14,0.1416265219449997,97.05692942970927,97.86272430419922,58.47149658203125,0.36359403922741806,0.5847149807260941,0.4483746904556585,0.29797354340553284,94.00957373168261,96.2159423828125,52.351566314697266,0.42288013532298313,0.5235156758213705,0.4678473366600233
15,0.14404542744159698,96.39893619834963,97.03130340576172,66.11821746826172,0.3174565592751506,0.6611821729900714,0.4289562854428516,0.2673039734363556,93.65284011581295,95.4785385131836,59.182220458984375,0.40942072509318705,0.5918221895093676,0.4840069605912688
16,0.13538041710853577,96.86785232893904,97.57115173339844,63.190147399902344,0.3520426966141558,0.6319014715521959,0.45217260335868664,0.2822245955467224,94.53688506959337,96.62459564208984,55.119232177734375,0.46377295128439966,0.5511923057983823,0.5037178969457468
17,0.13374243676662445,97.46803372978016,98.32091522216797,56.6276969909668,0.41324778541633295,0.5662769789580665,0.47780865986809645,0.2972323000431061,95.15722220991033,97.61326599121094,48.7851448059082,0.519828009963713,0.4878514652104839,0.5033323840885178
18,0.1307111233472824,97.1127545359744,97.82459259033203,63.026275634765625,0.3769607049725744,0.6302627385183448,0.47176083472874913,0.26875585317611694,94.562970359758,96.6224594116211,55.67825698852539,0.4661255432388863,0.556782575567126,0.5074367398806248
