Epoch,Train Loss,Train Accuracy,Train No Change Accuracy,Train Change Accuracy,Train Precision,Train Recall,Train F1,Test Loss,Test Accuracy,Test No Change Accuracy,Test Change Accuracy,Test Precision,Test Recall,Test F1
19,0.13183175027370453,97.44763136337629,98.3064193725586,56.324607849121094,0.4098658731374308,0.5632460745578428,0.4744682144467353,0.3024851381778717,94.86016798353276,97.31405639648438,48.52882766723633,0.4889964823215111,0.48528828635035987,0.4871353275093266
20,0.12811529636383057,97.27709907258728,98.04060363769531,60.716712951660156,0.3928797262091683,0.607167126714656,0.47706495712562746,0.27939683198928833,95.15980336306005,97.5797119140625,49.469871520996094,0.5198229847494553,0.4946987033787829,0.5069497469620171
21,0.13234665989875793,96.47171304468382,97.0534896850586,68.61299896240234,0.32718552399523965,0.6861300041494525,0.44308371617974296,0.28706857562065125,93.42688492619597,95.33443450927734,57.41080093383789,0.394574750806894,0.5741080059816146,0.46770425468798993
22,0.13062110543251038,97.08645350530124,97.79322052001953,63.242767333984375,0.37440678147128875,0.6324276702327903,0.47035579309882153,0.27036815881729126,94.07910843320093,96.11844635009766,55.57484817504883,0.43127478821910975,0.5557484922858424,0.4856629383474075
23,0.13772305846214294,97.1437794187423,97.94610595703125,58.72437286376953,0.3738610085912495,0.5872437412425505,0.4568649513547907,0.31947025656700134,95.17290467071395,97.76941680908203,46.148624420166016,0.5228487953841411,0.4614862290688845,0.49025486843590577
24,0.1261059045791626,97.17536402877663,97.8409652709961,65.3027572631836,0.3871211540552536,0.6530275968656599,0.4860858539795229,0.28073057532310486,93.59420361648236,95.49242401123047,57.75419998168945,0.4042690216553253,0.5775419918154511,0.47561563843274185
25,0.1310751587152481,96.32328075464521,96.8491439819336,71.14205932617188,0.32042947842856834,0.7114206161636207,0.4418473927082108,0.2824787199497223,92.71143620314979,94.32310485839844,62.28187561035156,0.3675177860293263,0.6228187710736584,0.46226098431039503
26,0.12219033390283585,97.28712495659039,97.95481872558594,65.31448364257812,0.400093199563104,0.6531448640001924,0.49621985276900493,0.27645763754844666,94.20338183207122,96.24317169189453,55.69043731689453,0.4398152980835948,0.5569043848759488,0.4914823540175201
27,0.12446242570877075,97.6083407481819,98.40232849121094,59.58824157714844,0.43784936258589074,0.5958824201531088,0.5047861392998328,0.2975185811519623,95.31518096099721,97.88701629638672,46.756893157958984,0.5395953281789768,0.46756891944776324,0.5010066732019429
28,0.12272030115127563,97.0732168780775,97.67794036865234,68.115966796875,0.37988234741721055,0.6811596817550379,0.48774795296833046,0.2547702491283417,93.45307450537675,95.10489654541016,62.265289306640625,0.4025198327930101,0.6226529030786655,0.48895202469894605
29,0.12169033288955688,97.01685049709317,97.6131591796875,68.46235656738281,0.37461006910167816,0.6846235724981508,0.48424988355696774,0.26932063698768616,93.833090644102,95.65852355957031,59.367523193359375,0.42003880062785137,0.5936752460159285,0.49198615551314917
30,0.12697650492191315,96.55431279700143,97.08335876464844,71.22084045410156,0.3377244074616417,0.7122084107597106,0.45818200810313364,0.27125629782676697,93.59829696036627,95.27609252929688,61.92007827758789,0.40976501601033166,0.6192007754328765,0.49316861215179947
31,0.12378063797950745,97.11646964881973,97.78728485107422,64.99456024169922,0.38019446369459914,0.6499455760221785,0.47975168458526796,0.27440375089645386,93.47909461490629,95.41263580322266,56.972286224365234,0.39678316604184305,0.5697228708639909,0.4677807190766402
32,0.11836813390254974,97.57229062171429,98.29520416259766,62.95561218261719,0.4354075642222726,0.6295561288615465,0.5147846868188675,0.2892508804798126,94.481872613574,96.6407470703125,53.720497131347656,0.4585779834780954,0.537204968783125,0.4947872841959527
33,0.12097710371017456,97.26936745529163,97.93242645263672,65.51895141601562,0.39823052517691093,0.655189521730502,0.495370233545744,0.28996026515960693,94.36678968425197,96.43492889404297,55.31853103637695,0.45110172751212047,0.5531853134257183,0.49695523361058885
34,0.12041906267404556,97.19793149405723,97.86915588378906,65.0564956665039,0.3893443655458102,0.6505649870404782,0.487145944972306,0.2859896421432495,93.95453520340921,95.90959167480469,57.04148483276367,0.42482136170442747,0.5704148514056017,0.48696864265682815
35,0.1145918071269989,97.40215813611559,98.04129791259766,66.79685974121094,0.4159478279430571,0.6679686325449373,0.512659622709435,0.270735502243042,94.20879182478403,96.16307830810547,57.31024169921875,0.44168251254354285,0.5731024312619704,0.49888269101697114
36,0.12305516004562378,96.73701146727397,97.291748046875,70.17325592041016,0.35111543067599854,0.7017325467414771,0.4680431185760842,0.2728128433227539,92.85261745876348,94.37664794921875,64.0776596069336,0.37637156879460265,0.6407765732190572,0.47420837564887836
37,0.1241246908903122,96.58284658589126,97.11151885986328,71.26714324951172,0.3400438440437522,0.7126714655986337,0.4604085121261861,0.28514766693115234,93.19386415573479,94.82251739501953,62.443599700927734,0.38978847320525783,0.6244359840248387,0.47996860476466524
38,0.12251237779855728,96.51940057761394,97.00080108642578,73.46755981445312,0.33842821070769163,0.7346755909962895,0.46339402640580124,0.27251261472702026,92.7343146060678,94.17240142822266,65.5821304321289,0.3734491150344526,0.6558213187023939,0.4759019263789604
39,0.12195070832967758,96.63287144147239,97.13312530517578,72.67826080322266,0.3461545622102657,0.7267826107873736,0.4689540502287933,0.2702811360359192,93.37269374617878,95.02664184570312,62.144775390625,0.39824713793865146,0.6214477684275455,0.48541930259628524
40,0.11353301256895065,97.67545266251189,98.38945770263672,63.4851188659668,0.45151073844304873,0.6348511910131279,0.5277101899166826,0.29011914134025574,94.52102010301148,96.6910400390625,53.54918670654297,0.4615317603382766,0.5354918633973393,0.49576859861072786
41,0.11517798900604248,97.37990436413814,98.0061264038086,67.39311981201172,0.41378495485200206,0.6739312153084727,0.5127488312665788,0.2826280891895294,94.02438277197598,95.9056396484375,58.50475311279297,0.4307850845387581,0.585047518588878,0.4962032995958759
